,record,n_roi,min_t,max_t,min_f,max_f,dt,df,APD,Family,Order,Biotope,id,sound_id,gen,species
128,432471,77,23.073473241,23.115055531,1380.822,3780.822,0.0416,2400.0,-80.98,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
129,432471,78,23.198220112,23.250197975,1380.822,4175.342,0.052,2794.521,-74.87,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
130,432471,79,23.322966984,23.364549274,1282.192,4471.233,0.0416,3189.041,-74.67,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
131,432471,80,23.406131564,23.437318282,1249.315,4405.479,0.0312,3156.164,-74.56,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
132,432471,81,23.499691718,23.541274008,1446.575,4339.726,0.0416,2893.151,-71.64,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
133,432471,82,23.572460726,23.634834162,1841.096,4010.959,0.0624,2169.863,-72.23,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
134,432471,83,23.686812025,23.749185461,1446.575,3780.822,0.0624,2334.247,-74.59,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
135,432471,84,23.790767751,23.842745614,1413.699,3813.699,0.052,2400.0,-71.07,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
136,432471,85,23.884327905,23.936305768,1479.452,3813.699,0.052,2334.247,-70.7,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
137,432471,86,24.009074776,24.133821647,2071.233,4372.603,0.1247,2301.37,-70.0,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
138,432471,87,24.258568518,24.341733099,2860.274,3780.822,0.0832,920.548,-69.59,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
139,432471,88,24.435293253,24.491916173,3484.932,4688.525,0.0566,1203.593,-79.17,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
140,432471,89,24.596424628,24.684786995,1545.205,3813.699,0.0884,2268.493,-74.79,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
141,432471,90,24.851116157,24.934280737999998,1545.205,3517.808,0.0832,1972.603,-72.14,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
142,432471,91,25.059027609,25.14219219,1578.082,3452.055,0.0832,1873.973,-65.67,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
143,432471,92,25.287730207,25.38129036,1545.205,3517.808,0.0936,1972.603,-68.4,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
144,432471,93,25.454059369,25.526828377,1315.068,2958.904,0.0728,1643.836,-65.86,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
145,432471,94,25.661970821,25.734739829,1347.945,3254.795,0.0728,1906.849,-66.35,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
146,432471,95,25.890673418,25.963442426,2202.74,3517.808,0.0728,1315.068,-68.7,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
147,432471,96,25.994629144,26.046607007,2761.644,4931.507,0.052,2169.863,-73.82,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
148,432471,97,26.233727314,26.29610075,2728.767,3846.575,0.0624,1117.808,-69.59,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
149,432471,98,26.462429912,26.555990065,1808.219,3912.329,0.0936,2104.11,-72.14,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
150,432471,99,26.722319227,26.826274953,2268.493,3912.329,0.104,1643.836,-69.05,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
151,432471,100,26.930230679,26.9868536,2104.11,4241.096,0.0566,2136.986,-71.21,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
152,432471,101,27.007644745,27.070018181,2334.247,4241.096,0.0624,1906.849,-70.68,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
153,432472,1,0.172510557,0.215638197,1906.849,3123.288,0.0431,1216.438,-64.38,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
154,432472,2,0.291111566,0.323457295,1808.219,2926.027,0.0323,1117.808,-66.14,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
155,432472,3,0.463622123,0.517531672,2104.11,2958.904,0.0539,854.795,-63.02,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
156,432472,4,0.571441221,0.625350771,2202.74,3024.658,0.0539,821.918,-63.42,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
157,432472,5,0.6576965,0.722387959,2367.123,3156.164,0.0647,789.041,-64.28,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
158,432472,6,0.808643238,0.884116607,2400.0,5654.795,0.0755,3254.795,-73.82,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
159,432472,7,0.991935705,1.099754804,2695.89,5457.534,0.1078,2761.644,-68.97,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
160,432472,8,1.164446263,1.250701541,2860.274,5424.658,0.0863,2564.384,-66.37,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
161,432472,9,1.32617491,1.433994009,3024.658,5819.178,0.1078,2794.521,-70.79,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
162,432472,10,1.541813107,1.606504566,3057.534,5852.055,0.0647,2794.521,-71.03,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
163,432472,11,1.725105574,1.789797033,3682.192,5917.808,0.0647,2235.616,-69.5,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
164,432472,12,1.789797033,1.854488492,3682.192,6115.068,0.0647,2432.877,-70.04,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
165,432472,13,1.99465332,2.059344779,2498.63,4931.507,0.0647,2432.877,-69.04,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
166,432472,14,2.199509607,2.296546796,2432.877,4898.63,0.097,2465.753,-65.28,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
167,432472,15,2.458275443,2.576876452,2301.37,4109.589,0.1186,1808.219,-66.47,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
168,432472,16,2.66313173,2.770950829,2334.247,3583.562,0.1078,1249.315,-66.77,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
169,432472,17,2.932679476,3.008152845,2202.74,3945.205,0.0755,1742.466,-67.6,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
170,432472,18,3.137535763,3.213009132,2301.37,4405.479,0.0755,2104.11,-68.19,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
171,432472,19,3.956960911,4.064780009,2597.26,4273.973,0.1078,1676.712,-65.53,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
172,432472,20,4.215726747,4.269636296,2071.233,4635.616,0.0539,2564.384,-70.24,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
173,432472,21,4.37206444,4.420583034,2472.527,5439.56,0.0485,2967.033,-74.51,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
174,432472,22,4.539184042,4.625439321,2175.824,4945.055,0.0863,2769.231,-64.5,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
175,432472,23,4.754822239,4.851859428,2043.956,4813.187,0.097,2769.231,-70.83,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
176,432472,24,5.045933805,5.110625264,2109.89,5076.923,0.0647,2967.033,-71.84,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
177,432472,25,5.315481551,5.3693911,1813.187,4021.978,0.0539,2208.791,-67.96,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
178,432472,26,5.423300649,5.477210198,1648.352,3758.242,0.0539,2109.89,-65.44,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
179,432472,27,5.509555928,5.563465477,1582.418,4120.879,0.0539,2538.462,-62.96,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
180,432472,28,5.595811207,5.649720756,1813.187,3989.011,0.0539,2175.824,-65.01,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
181,432472,29,5.714412215,5.779103674,1813.187,3791.209,0.0647,1978.022,-64.69,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
182,432472,30,5.811449403,5.854577043,1945.055,3791.209,0.0431,1846.154,-66.37,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
183,432472,31,5.897704682,5.962396141,1747.253,3923.077,0.0647,2175.824,-67.04,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
184,432472,32,6.005523781,6.05943333,1648.352,3758.242,0.0539,2109.89,-65.79,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
185,432472,33,6.145688609,6.210380068,1639.344,3573.77,0.0647,1934.426,-67.04,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
186,432472,34,6.264289617,6.318199166,1690.608,3659.067,0.0539,1968.46,-67.36,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
187,432472,35,6.382890625,6.447582084,1823.204,3580.11,0.0647,1756.906,-68.95,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
188,432472,36,6.469145904,6.555401182,2187.845,3646.409,0.0863,1458.564,-67.88,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
189,432472,37,6.576965002,6.641656461,2220.994,3878.453,0.0647,1657.459,-69.22,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
190,432472,38,6.760257469,6.986677576,3016.575,5602.21,0.2264,2585.635,-69.08,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
191,432472,39,7.029805215,7.277789142,2983.425,5933.702,0.248,2950.276,-69.33,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
192,432472,40,7.39639015,7.612028347,2784.53,5668.508,0.2156,2883.978,-69.12,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
193,432472,41,7.741411265,7.849230363,2220.994,4607.735,0.1078,2386.74,-68.14,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
194,432472,42,8.010959011,8.097214289,2109.89,4285.714,0.0863,2175.824,-68.1,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
195,432472,43,8.312852486,8.528490683,1615.385,4483.516,0.2156,2868.132,-68.02,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
196,432472,44,8.603964052,8.72256506,2472.527,4945.055,0.1186,2472.527,-69.83,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
197,432472,45,8.765692699,8.895075618,2604.396,4846.154,0.1294,2241.758,-65.06,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
198,432472,46,8.970548986,9.078368085,3197.802,4846.154,0.1078,1648.352,-63.43,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
199,432472,47,9.358697741,9.477298749,2901.099,4813.187,0.1186,1912.088,-62.98,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
200,432472,48,9.595899757,9.649809306,2208.791,4318.681,0.0539,2109.89,-66.34,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
201,432472,49,9.811537954,9.854665593,1945.055,3824.176,0.0431,1879.121,-67.47,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
202,432472,50,10.007103462,10.050231101,1813.187,4747.253,0.0431,2934.066,-67.26,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
203,432472,51,10.08257683,10.13648638,2175.824,4582.418,0.0539,2406.593,-69.75,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
204,432472,52,10.158050199,10.211959748,2208.791,4516.484,0.0539,2307.692,-69.92,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
205,432472,53,10.244305478,10.319778847,2241.758,4582.418,0.0755,2340.659,-71.14,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
206,432472,54,10.330560757,10.395252216,2175.824,4516.484,0.0647,2340.659,-71.37,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
207,432472,55,10.427597945,10.503071314,2406.593,4087.912,0.0755,1681.319,-73.31,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
208,432472,56,10.513853224,10.556980863,2373.626,5274.725,0.0431,2901.099,-70.59,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
209,432472,57,10.729491421,10.934347708,2010.989,4516.484,0.2049,2505.495,-65.32,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
210,432472,58,11.052948716,11.268586913,1945.055,4450.549,0.2156,2505.495,-64.99,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
211,432472,59,11.365624101,11.559698478,2505.495,4417.582,0.1941,1912.088,-67.19,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
212,432472,60,11.710645216,11.753772856,1978.022,4120.879,0.0431,2142.857,-71.21,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432472,Acrocephalus,baeticatus
